ФИО,Телефон,Адрес,Дата рождения,Любимое вино
User_418,+79353958268,"Липецк, ул. Звездная, 88, кв. 4",1994-07-04,Wine_263
User_1391,+79163205210,"Тула, пр. Ленина, 33, кв. 14",1990-10-29,Wine_206
User_1348,+79493756209,"Архангельск, ул. Пушкина, 88, кв. 13",1981-11-06,Wine_685
User_1025,+79605503141,"Сочи, ул. Красная, 59, кв. 21",1992-03-20,Wine_652
User_1066,+79173575320,"Ульяновск, ул. Ленина, 82, кв. 12",2002-11-25,Wine_497
User_1233,+79364247566,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1994-09-19,Wine_803
User_1313,+79274014992,"Волгоград, ул. Сталинградская, 50, кв. 11",1999-05-11,Wine_91
User_879,+79804155740,"Москва, ул. Тверская, 12, кв. 34",1994-05-25,Wine_839
User_1357,+79308735715,"Набережные Челны, пр. Химиков, 9, кв. 3",1992-12-08,Wine_667
User_122,+79339858164,"Псков, ул. Советская, 34, кв. 7",1998-01-03,Wine_380
User_1439,+79216533698,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1976-02-02,Wine_993
Сергей Викторович Пина,+79405685303,"Нижний Новгород, пр. Гагарина, 89, кв. 17",1973-12-11,Wine_923
User_309,+79478765577,"Вологда, ул. Победы, 62, кв. 11",1991-01-29,Wine_621
User_500,+79454365706,"Брянск, ул. Кольцевая, 33, кв. 11",2000-05-21,Wine_816
User_312,+79711349858,"Брянск, пр. Славы, 67, кв. 6",1990-10-29,Wine_519
User_808,+79288948415,"Волгоград, ул. Красноармейская, 81, кв. 6",2001-12-25,Wine_196
User_381,+79897753049,"Саратов, ул. Гагарина, 92, кв. 22",1983-03-01,Wine_696
User_292,+79359535935,"Тольятти, ул. Волгоградская, 57, кв. 14",1992-08-31,Wine_18
User_229,+79973383839,"Барнаул, ул. Ленина, 82, кв. 4",1989-05-05,Wine_388
Виктор Анатольевич Вермут,+79797594592,"Нижний Новгород, пр. Гагарина, 89, кв. 17",2002-03-10,Wine_691
User_1274,+79785151613,"Брянск, ул. Толстого, 21, кв. 14",1972-02-14,Wine_445
User_1231,+79296234630,"Тула, пр. Ленина, 33, кв. 14",1982-03-12,Wine_415
User_891,+79235269440,"Уфа, ул. Ленина, 27, кв. 13",1993-11-30,Wine_574
User_1228,+79656618067,"Новосибирск, ул. Красный Проспект, 41, кв. 9",2002-11-25,Wine_269
User_1019,+79858440479,"Ульяновск, пр. Ленинский, 13, кв. 7",1986-11-21,Wine_6
User_376,+79272330147,"Набережные Челны, пр. Химиков, 10, кв. 12",1981-11-06,Wine_955
User_534,+79412626266,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1993-11-30,Wine_256
User_787,+79992811580,"Самара, ул. Стара-Загора, 92, кв. 13",1997-04-19,Wine_898
User_1165,+79630613790,"Тюмень, ул. Республики, 29, кв. 25",1981-03-21,Wine_46
User_204,+79713054752,"Курган, ул. Пушкина, 49, кв. 18",1988-07-25,Wine_946
User_728,+79962305553,"Набережные Челны, пр. Химиков, 10, кв. 12",1973-12-11,Wine_783
User_1350,+79924738701,"Ярославль, ул. Волковская, 35, кв. 20",1994-05-20,Wine_529
Вячеслав Борисович Руби,+79462142171,"Череповец, ул. Ленина, 82, кв. 14",1994-05-25,Wine_636
User_123,+79450362668,"Уфа, ул. Ленина, 27, кв. 13",1979-11-16,Wine_924
User_1396,+79048086211,"Иваново, ул. Пушкина, 76, кв. 19",2001-02-04,Wine_139
User_1439,+79216533698,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1976-02-02,Wine_160
User_239,+79646829895,"Екатеринбург, ул. Ленина, 23, кв. 5",2002-03-10,Wine_157
User_994,+79810953908,"Набережные Челны, пр. Химиков, 10, кв. 12",1990-06-29,Wine_944
User_1126,+79937182081,"Смоленск, ул. Романова, 25, кв. 19",1986-06-12,Wine_106
User_1243,+79446446212,"Барнаул, ул. Советская, 65, кв. 32",1992-08-31,Wine_305
User_1158,+79098571171,"Архангельск, ул. Пушкина, 88, кв. 13",1983-03-01,Wine_588
User_1492,+79278834596,"Сочи, ул. Пушкина, 76, кв. 12",1999-02-13,Wine_571
User_704,+79685610796,"Новосибирск, ул. Дзержинского, 80, кв. 15",1991-01-29,Wine_730
User_1415,+79026318163,"Сочи, ул. Пушкина, 76, кв. 12",2002-11-25,Wine_598
User_1103,+79263462478,"Тула, пр. Ленина, 33, кв. 14",1992-03-20,Wine_962
User_212,+79632887188,"Мурманск, пр. Мира, 50, кв. 22",1989-02-11,Wine_150
User_1123,+79065591400,"Рязань, ул. Дзержинского, 26, кв. 5",1993-01-13,Wine_505
User_460,+79227014700,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1986-08-16,Wine_518
User_577,+79476133679,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1998-12-13,Wine_861
User_819,+79989974179,"Омск, ул. Лермонтова, 32, кв. 41",1973-12-11,Wine_874
User_267,+79140545958,"Волгоград, ул. Сталинградская, 50, кв. 11",1986-06-12,Wine_250
User_1265,+79038651522,"Челябинск, ул. Таганская, 41, кв. 4",1992-08-31,Wine_776
User_281,+79415000936,"Казань, ул. Баумана, 19, кв. 12",1992-08-31,Wine_142
Дарина Валерьевна Хересова,+79165452543,"Ярославль, ул. Волковская, 35, кв. 20",2002-03-10,Wine_896
User_471,+79647518081,"Барнаул, ул. Ленина, 82, кв. 4",1981-11-06,Wine_424
User_1289,+79381284887,"Казань, ул. Баумана, 19, кв. 12",1983-03-01,Wine_351
User_1126,+79937182081,"Смоленск, ул. Романова, 25, кв. 19",1986-06-12,Wine_898
User_535,+79540174200,"Ярославль, ул. Волковская, 35, кв. 20",1984-06-13,Wine_809
User_1290,+79299795161,"Омск, ул. Лермонтова, 32, кв. 41",1994-05-20,Wine_756
User_652,+79832925503,"Вологда, ул. Мира, 18, кв. 7",1993-09-14,Wine_475
User_882,+79919241921,"Архангельск, ул. Пушкина, 88, кв. 13",1991-03-08,Wine_661
User_450,+79519187055,"Омск, ул. Челюскинцев, 89, кв. 8",1991-03-14,Wine_193
User_801,+79452774286,"Калуга, ул. Московская, 87, кв. 16",1991-01-29,Wine_876
Константин Павлович Гин,+79545322052,"Барнаул, ул. Ленина, 82, кв. 4",1997-04-22,Wine_952
Валентина Павловна Романовская,+79188149824,"Ижевск, ул. Азина, 42, кв. 9",1990-09-16,Wine_901
User_1179,+79826543524,"Череповец, ул. Ленина, 82, кв. 14",2003-06-09,Wine_309
User_857,+79136540120,"Пермь, ул. Куйбышева, 98, кв. 10",1974-07-24,Wine_187
User_203,+79796610472,"Казань, ул. Баумана, 19, кв. 12",1977-07-11,Wine_688
User_842,+79738281883,"Ижевск, ул. Азина, 42, кв. 9",1993-04-10,Wine_308
User_643,+79467682943,"Екатеринбург, ул. Мичурина, 55, кв. 10",1985-09-02,Wine_42
User_117,+79734635811,"Омск, ул. Лермонтова, 32, кв. 41",,Wine_296
User_1333,+79190272911,"Новосибирск, ул. Дзержинского, 80, кв. 15",1999-02-13,Wine_555
User_1066,+79173575320,"Ульяновск, ул. Ленина, 82, кв. 12",2002-11-25,Wine_935
User_1486,+79807142116,"Челябинск, ул. Таганская, 41, кв. 4",1988-07-25,Wine_567
Дарина Валерьевна Хересова,+79165452543,"Ярославль, ул. Волковская, 35, кв. 20",2002-03-10,Wine_152
User_570,+79955383356,"Набережные Челны, пр. Химиков, 9, кв. 3",1990-09-16,Wine_196
User_756,+79606386602,"Псков, ул. Советская, 34, кв. 7",1981-11-03,Wine_90
User_927,+79275914719,"Новосибирск, ул. Дзержинского, 80, кв. 15",1993-01-13,Wine_866
User_1091,+79849568370,"Ульяновск, пр. Ленинский, 13, кв. 7",1991-01-29,Wine_672
User_1371,+79828068285,"Сыктывкар, ул. Ленина, 62, кв. 21",1994-07-04,Wine_520
User_696,+79059846475,"Казань, пр. Победы, 17, кв. 6",1980-03-23,Wine_571
User_329,+79052052220,"Тула, ул. Красноармейская, 67, кв. 21",1991-01-29,Wine_933
User_831,+79839603264,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1997-04-17,Wine_567
User_979,+79055072277,"Орел, ул. Горького, 44, кв. 22",1993-04-10,Wine_831
User_240,+79040277418,"Ярославль, ул. Волковская, 35, кв. 20",1981-03-21,Wine_477
User_1094,+79692057097,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",2001-02-04,Wine_646
User_912,+79016219314,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1990-10-22,Wine_380
User_1314,+79160713152,"Тольятти, ул. Ворошилова, 29, кв. 13",1995-04-25,Wine_725
User_855,+79556212764,"Москва, ул. Тверская, 12, кв. 34",1980-03-23,Wine_736
User_1258,+79468335280,"Брянск, пр. Славы, 67, кв. 6",1994-09-19,Wine_313
User_561,+79364964903,"Волгоград, ул. Сталинградская, 50, кв. 11",1978-05-15,Wine_881
User_243,+79816364646,"Курск, ул. Ленина, 43, кв. 28",1988-07-25,Wine_477
User_692,+79537398096,"Иваново, ул. Мичурина, 24, кв. 22",1989-05-05,Wine_854
User_197,+79335540918,"Брянск, пр. Славы, 67, кв. 6",1979-11-16,Wine_446
User_1140,+79481773172,"Самара, ул. Стара-Загора, 92, кв. 13",1998-05-16,Wine_881
User_827,+79417955722,"Иваново, ул. Интернациональная, 34, кв. 22",1988-11-27,Wine_897
User_582,+79777617990,"Набережные Челны, пр. Химиков, 9, кв. 3",1983-03-01,Wine_266
User_273,+79398820316,"Новосибирск, ул. Сибирская, 78, кв. 21",1999-06-06,Wine_789
User_200,+79005215169,"Псков, ул. Советская, 34, кв. 7",1982-03-12,Wine_679
User_1494,+79137529129,"Новороссийск, ул. Курортная, 51, кв. 15",1991-03-08,Wine_79
User_1484,+79749039524,"Екатеринбург, ул. Ленина, 23, кв. 5",2000-05-21,Wine_848
User_1472,+79992221823,"Тверь, ул. Ленина, 67, кв. 17",1993-04-10,Wine_983
User_217,+79161387458,"Москва, ул. Арбат, 64, кв. 22",1983-03-01,Wine_162
Сергей Александрович Грог,+79162097521,"Барнаул, ул. Советская, 65, кв. 32",1991-07-15,Wine_881
User_1191,+79501424893,"Санкт-Петербург, пр. Невский, 45, кв. 19",2003-02-04,Wine_795
User_1227,+79578570167,"Пенза, ул. Ульянова, 17, кв. 21",1998-05-16,Wine_297
Валентина Константиновна Портвейнова,+79013538287,"Тула, пр. Ленина, 33, кв. 14",1977-07-11,Wine_486
User_1152,+79294857200,"Казань, пр. Победы, 17, кв. 6",1991-03-14,Wine_844
User_718,+79157462038,"Омск, ул. Лермонтова, 32, кв. 41",1973-12-11,Wine_356
User_709,+79590352352,"Казань, ул. Баумана, 19, кв. 12",1999-08-12,Wine_390
User_370,+79577448373,"Нижний Новгород, пр. Гагарина, 89, кв. 17",1992-03-20,Wine_64
User_1108,+79851034930,"Волгоград, ул. Сталинградская, 50, кв. 11",1994-05-20,Wine_360
User_1279,+79702022565,"Тверь, ул. Пролетарская, 57, кв. 8",1976-02-02,Wine_326
User_335,+79519041249,"Воронеж, пр. Мира, 59, кв. 6",1986-06-12,Wine_276
User_503,+79695403267,"Иваново, ул. Мичурина, 24, кв. 22",1984-07-29,Wine_52
User_910,+79952542953,"Белгород, пр. Бульварный, 12, кв. 8",1994-05-20,Wine_662
User_193,+79780700268,"Вологда, ул. Мира, 18, кв. 7",2001-02-04,Wine_122
User_1496,+79584205864,"Новосибирск, ул. Сибирская, 78, кв. 21",1993-01-13,Wine_157
User_1363,+79698246524,"Саратов, ул. Гагарина, 92, кв. 22",,Wine_215
User_149,+79576002004,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1982-03-12,Wine_896
User_1468,+79001560649,"Саратов, ул. Чернышевского, 54, кв. 16",2000-05-21,Wine_523
User_817,+79666230803,"Ростов-на-Дону, пр. Стачки, 64, кв. 14",1984-09-05,Wine_818
User_805,+79725285615,"Череповец, ул. Ленина, 82, кв. 14",1981-03-21,Wine_246
User_1160,+79135462927,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1997-04-22,Wine_721
User_747,+79679501921,"Астрахань, ул. Советская, 75, кв. 9",2003-09-30,Wine_915
User_1086,+79569715337,"Ростов-на-Дону, пр. Стачки, 64, кв. 14",1984-06-13,Wine_721
User_158,+79351110571,"Набережные Челны, пр. Химиков, 9, кв. 3",1989-05-05,Wine_675
User_1371,+79828068285,"Сыктывкар, ул. Ленина, 62, кв. 21",1994-07-04,Wine_545
User_654,+79098654047,"Ставрополь, ул. Ленина, 39, кв. 22",1991-03-14,Wine_585
User_810,+79785637745,"Красноярск, ул. Мира, 15, кв. 3",1995-04-25,Wine_236
User_1194,+79085427740,"Хабаровск, пр. Ленинский, 58, кв. 30",1988-11-27,Wine_100
User_849,+79191465027,"Саранск, ул. Советская, 46, кв. 9",1991-07-15,Wine_525
User_572,+79909867008,"Казань, ул. Баумана, 56, кв. 12",1999-02-13,Wine_552
User_322,+79723090291,"Кострома, ул. Красной Армии, 72, кв. 14",1992-03-20,Wine_184
User_379,+79632280938,"Владимир, ул. Дзержинского, 77, кв. 15",1994-07-04,Wine_657
User_470,+79285774693,"Казань, пр. Победы, 17, кв. 6",1986-06-12,Wine_369
User_299,+79089421135,"Вологда, ул. Мира, 18, кв. 7",1989-02-11,Wine_772
User_1065,+79950383001,"Архангельск, ул. Северная, 11, кв. 19",2002-11-25,Wine_361
User_916,+79286611803,"Хабаровск, пр. Ленинский, 58, кв. 30",1999-02-13,Wine_827
User_1396,+79048086211,"Иваново, ул. Пушкина, 76, кв. 19",2001-02-04,Wine_461
User_1375,+79240697903,"Псков, ул. Советская, 34, кв. 7",1984-07-29,Wine_867
User_1183,+79176558006,"Краснодар, ул. Красная, 51, кв. 5",1984-07-29,Wine_576
User_224,+79161714660,"Брянск, ул. Толстого, 21, кв. 14",1983-03-01,Wine_434
Александр Вячеславович Мартельев,+79783532718,"Астрахань, ул. Советская, 75, кв. 9",1996-08-28,Wine_194
User_649,+79707696044,"Брянск, ул. Толстого, 21, кв. 14",1981-11-06,Wine_745
User_179,+79462341717,"Краснодар, ул. Красная, 51, кв. 5",1982-03-12,Wine_877
User_255,+79134785941,"Рязань, ул. Дзержинского, 26, кв. 5",1973-12-11,Wine_148
User_1043,+79691777183,"Мурманск, пр. Мира, 50, кв. 22",2000-05-21,Wine_665
User_277,+79566222194,"Тула, пр. Ленина, 33, кв. 14",1982-03-12,Wine_871
User_161,+79361238552,"Оренбург, ул. Карла Маркса, 84, кв. 16",1981-03-21,Wine_868
User_1122,+79639107840,"Набережные Челны, пр. Химиков, 10, кв. 12",1974-07-24,Wine_354
User_310,+79738461795,"Белгород, пр. Бульварный, 12, кв. 8",1997-04-22,Wine_454
User_1150,+79823737107,"Смоленск, ул. Романова, 25, кв. 19",1995-04-25,Wine_513
User_674,+79901349823,"Самара, ул. Стара-Загора, 92, кв. 13",1984-07-29,Wine_558
User_835,+79163033588,"Ставрополь, ул. Лермонтова, 34, кв. 18",1999-02-13,Wine_683
User_992,+79624670435,"Каменск-Уральский, ул. Гагарина, 44, кв. 18",1981-11-06,Wine_240
User_1423,+79654834706,"Архангельск, ул. Пушкина, 88, кв. 13",1981-11-03,Wine_566
User_340,+79695185443,"Саратов, ул. Гагарина, 92, кв. 22",1995-07-10,Wine_147
Алексей Викторович Джинс,+79538144702,"Брянск, пр. Славы, 67, кв. 6",1989-02-11,Wine_893
Анна Артемовна Джин,+79959704576,"Казань, ул. Баумана, 56, кв. 12",1993-01-13,Wine_550
User_878,+79279850246,"Ставрополь, ул. Лермонтова, 34, кв. 18",1993-11-30,Wine_811
User_495,+79884708272,"Липецк, ул. Звездная, 88, кв. 4",1988-07-25,Wine_730
User_889,+79541572642,"Тольятти, ул. Волгоградская, 57, кв. 14",1988-11-27,Wine_532
User_1167,+79511759127,"Новосибирск, ул. Сибирская, 78, кв. 21",1972-02-14,Wine_705
User_846,+79830950777,"Саранск, ул. Гагарина, 23, кв. 5",1981-11-03,Wine_38
User_1305,+79747185525,"Курган, ул. Пушкина, 49, кв. 18",2001-12-25,Wine_221
User_1004,+79315970443,"Липецк, ул. Звездная, 88, кв. 4",1999-06-06,Wine_131
User_269,+79243572531,"Брянск, ул. Толстого, 21, кв. 14",2001-02-04,Wine_372
User_178,+79008123384,"Набережные Челны, пр. Химиков, 9, кв. 3",1990-06-29,Wine_64
Евгений Николаевич Руби,+79899612499,"Воронеж, ул. Свердлова, 59, кв. 3",,Wine_750
User_604,+79063132618,"Брянск, ул. Толстого, 21, кв. 14",1993-11-30,Wine_340
User_1257,+79663593358,"Иваново, ул. Пушкина, 76, кв. 19",1994-05-25,Wine_764
User_1036,+79000337383,"Псков, ул. Советская, 34, кв. 7",1997-02-10,Wine_711
User_497,+79856780577,"Воронеж, пр. Мира, 59, кв. 6",1986-08-16,Wine_81
Михаил Дмитриевич Рикардо,+79451441378,"Мурманск, пр. Мира, 50, кв. 22",1983-11-19,Wine_120
User_1056,+79240205134,"Саранск, ул. Гагарина, 23, кв. 5",1986-06-12,Wine_621
User_513,+79481566035,"Вологда, ул. Победы, 62, кв. 11",1976-02-02,Wine_603
User_1308,+79165982216,"Тюмень, ул. Республики, 29, кв. 25",1987-11-06,Wine_507
User_900,+79352994631,"Курган, ул. Пушкина, 49, кв. 18",1994-07-04,Wine_747
User_427,+79028696825,"Кемерово, ул. Красная, 93, кв. 32",1984-06-13,Wine_72
User_1095,+79546492546,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1982-03-12,Wine_405
User_332,+79452219026,"Ставрополь, ул. Ленина, 39, кв. 22",1993-04-10,Wine_190
Виктор Анатольевич Вермут,+79797594592,"Нижний Новгород, пр. Гагарина, 89, кв. 17",2002-03-10,Wine_107
User_1061,+79202819185,"Пенза, пр. Победы, 90, кв. 12",1972-02-14,Wine_188
User_658,+79037665153,"Брянск, ул. Кольцевая, 33, кв. 11",1983-11-19,Wine_259
User_1364,+79634894636,"Курск, пр. Октябрьский, 57, кв. 13",1980-03-23,Wine_986
User_930,+79460208062,"Челябинск, ул. Таганская, 41, кв. 4",1988-07-25,Wine_968
User_1302,+79805216370,"Набережные Челны, пр. Химиков, 9, кв. 3",1988-11-27,Wine_785
User_228,+79913646307,"Москва, ул. Арбат, 64, кв. 22",2003-06-09,Wine_4
User_988,+79995153825,"Астрахань, ул. Советская, 75, кв. 9",1981-11-06,Wine_793
Надежда Петровна Херес,+79726353865,"Сочи, ул. Красная, 59, кв. 21",1991-01-29,Wine_670
User_729,+79361452095,"Набережные Челны, пр. Химиков, 10, кв. 12",1991-03-08,Wine_471
User_976,+79136038780,"Курск, ул. Ленина, 43, кв. 28",1997-03-23,Wine_59
User_1178,+79231391021,"Кострома, ул. Красной Армии, 72, кв. 14",1987-11-06,Wine_909
User_617,+79166199233,"Чита, пр. Октябрьский, 81, кв. 14",2002-11-25,Wine_550
User_1311,+79761206737,"Курск, ул. Ленина, 43, кв. 28",1991-07-15,Wine_708
User_829,+79446438996,"Челябинск, ул. Таганская, 41, кв. 4",1995-04-25,Wine_919
User_1469,+79606086346,"Тольятти, ул. Волгоградская, 57, кв. 14",1979-11-16,Wine_459
User_592,+79865507461,"Москва, ул. Тверская, 12, кв. 34",1986-11-21,Wine_232
User_98,+79176692049,"Кемерово, ул. Красная, 93, кв. 32",1984-09-05,Wine_703
User_467,+79406319126,"Ярославль, ул. Волковская, 35, кв. 20",2003-06-09,Wine_788
Вячеслав Борисович Руби,+79462142171,"Череповец, ул. Ленина, 82, кв. 14",1994-05-25,Wine_825
User_577,+79476133679,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1998-12-13,Wine_536
User_1015,+79681483822,"Белгород, пр. Бульварный, 12, кв. 8",1997-04-22,Wine_574
User_582,+79777617990,"Набережные Челны, пр. Химиков, 9, кв. 3",1983-03-01,Wine_923
User_595,+79184309221,"Саранск, ул. Гагарина, 23, кв. 5",1991-03-08,Wine_49
User_641,+79216322563,"Воронеж, пр. Революции, 74, кв. 18",2002-03-10,Wine_436
User_552,+79876207132,"Сочи, ул. Красная, 59, кв. 21",1997-02-10,Wine_946
User_775,+79442139219,"Пенза, ул. Тихонова, 24, кв. 8",1991-03-14,Wine_429
User_1454,+79877403432,"Псков, ул. Советская, 34, кв. 7",1972-02-14,Wine_701
User_349,+79171405133,"Архангельск, ул. Пушкина, 88, кв. 13",2001-12-25,Wine_128
User_994,+79810953908,"Набережные Челны, пр. Химиков, 10, кв. 12",1990-06-29,Wine_833
User_286,+79872016685,"Иваново, ул. Пушкина, 76, кв. 19",1996-08-28,Wine_768
User_1470,+79604610766,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1998-12-07,Wine_973
User_213,+79933068533,"Курск, ул. Ленина, 43, кв. 28",1983-11-19,Wine_566
User_1211,+79064647576,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1997-02-10,Wine_189
User_105,+79595065392,"Тольятти, ул. Ворошилова, 29, кв. 13",1994-07-04,Wine_338
User_240,+79040277418,"Ярославль, ул. Волковская, 35, кв. 20",1981-03-21,Wine_493
User_344,+79579392034,"Кострома, ул. Красной Армии, 72, кв. 14",1997-04-22,Wine_571
User_1111,+79045112573,"Тула, ул. Красноармейская, 67, кв. 21",1998-05-16,Wine_186
Михаил Дмитриевич Рикардо,+79451441378,"Мурманск, пр. Мира, 50, кв. 22",1983-11-19,Wine_217
User_482,+79415591611,"Омск, ул. Челюскинцев, 89, кв. 8",1981-11-06,Wine_475
User_445,+79967887849,"Пенза, ул. Тихонова, 24, кв. 8",1978-05-15,Wine_333
User_610,+79823884216,"Москва, ул. Арбат, 64, кв. 22",1989-05-05,Wine_188
User_900,+79352994631,"Курган, ул. Пушкина, 49, кв. 18",1994-07-04,Wine_562
User_854,+79965978533,"Брянск, пр. Славы, 67, кв. 6",2002-03-10,Wine_921
User_877,+79292780501,"Сыктывкар, ул. Ленина, 62, кв. 21",2002-03-10,Wine_394
User_321,+79120685583,"Волгоград, ул. Красноармейская, 81, кв. 6",1999-06-06,Wine_631
User_656,+79030528178,"Уфа, ул. Ленина, 27, кв. 13",1994-05-25,Wine_133
User_452,+79279872448,"Омск, ул. Челюскинцев, 89, кв. 8",1980-03-23,Wine_772
User_482,+79415591611,"Омск, ул. Челюскинцев, 89, кв. 8",1981-11-06,Wine_323
User_867,+79031187331,"Краснодар, ул. Красная, 51, кв. 5",1997-04-17,Wine_42
User_1470,+79604610766,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1998-12-07,Wine_590
User_1071,+79685229713,"Мурманск, пр. Мира, 50, кв. 22",1993-01-13,Wine_772
User_1363,+79698246524,"Саратов, ул. Гагарина, 92, кв. 22",,Wine_784
User_102,+79001252165,"Саратов, ул. Чернышевского, 54, кв. 16",1987-02-02,Wine_451
User_826,+79634029984,"Кемерово, ул. Красная, 93, кв. 32",1980-03-23,Wine_654
User_790,+79565979479,"Тюмень, ул. Республики, 29, кв. 25",1974-07-24,Wine_289
User_170,+79120495151,"Саранск, ул. Гагарина, 23, кв. 5",1986-08-16,Wine_501
User_1360,+79036607356,"Калининград, ул. Ломоносова, 53, кв. 25",1973-12-11,Wine_608
User_345,+79774859925,"Новороссийск, ул. Курортная, 51, кв. 15",1995-04-25,Wine_19
User_332,+79452219026,"Ставрополь, ул. Ленина, 39, кв. 22",1993-04-10,Wine_665
User_328,+79635373243,"Чита, пр. Октябрьский, 81, кв. 14",1990-10-29,Wine_864
User_1231,+79296234630,"Тула, пр. Ленина, 33, кв. 14",1982-03-12,Wine_442
User_875,+79091151980,"Москва, ул. Тверская, 12, кв. 34",1996-08-28,Wine_216
Анна Артемовна Джин,+79959704576,"Казань, ул. Баумана, 56, кв. 12",1993-01-13,Wine_457
Елизавета Александровна Сангриа,+79486714305,"Липецк, ул. Звездная, 88, кв. 4",2003-06-09,Wine_758
User_743,+79501625991,"Казань, ул. Баумана, 56, кв. 12",1987-11-06,Wine_257
User_189,+79210389150,"Чита, пр. Октябрьский, 81, кв. 14",1995-07-18,Wine_23
User_648,+79817772614,"Сочи, ул. Красная, 59, кв. 21",1993-04-10,Wine_814
User_1243,+79446446212,"Барнаул, ул. Советская, 65, кв. 32",1992-08-31,Wine_930
User_1328,+79365531163,"Оренбург, ул. Карла Маркса, 84, кв. 16",1981-03-21,Wine_114
User_807,+79915965457,"Тверь, ул. Ленина, 67, кв. 17",1997-01-09,Wine_128
User_711,+79516465168,"Белгород, пр. Бульварный, 12, кв. 8",1989-02-11,Wine_156
User_1486,+79807142116,"Челябинск, ул. Таганская, 41, кв. 4",1988-07-25,Wine_359
Вячеслав Иванович Рислинг,+79206775743,"Челябинск, ул. Малышева, 36, кв. 9",1998-12-07,Wine_900
User_1059,+79237327595,"Воронеж, ул. Свердлова, 59, кв. 3",1981-11-03,Wine_464
User_470,+79285774693,"Казань, пр. Победы, 17, кв. 6",1986-06-12,Wine_421
User_1354,+79479087665,"Ростов-на-Дону, пр. Стачки, 64, кв. 14",1999-08-12,Wine_110
User_707,+79960487612,"Барнаул, ул. Советская, 65, кв. 32",1980-12-29,Wine_278
User_979,+79055072277,"Орел, ул. Горького, 44, кв. 22",1993-04-10,Wine_542
User_1040,+79790426651,"Кострома, ул. Красной Армии, 72, кв. 14",1988-11-27,Wine_403
User_508,+79317446324,"Вологда, ул. Победы, 62, кв. 11",1999-05-11,Wine_509
User_1010,+79645649503,"Владимир, ул. Дзержинского, 77, кв. 15",1977-07-11,Wine_172
User_1320,+79557949436,"Екатеринбург, ул. Ленина, 23, кв. 5",1987-11-06,Wine_538
User_1245,+79692816531,"Воронеж, ул. Свердлова, 59, кв. 3",1981-11-06,Wine_714
User_1023,+79743354202,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1993-09-14,Wine_863
User_238,+79504328634,"Сочи, ул. Красная, 59, кв. 21",1983-11-19,Wine_619
User_1151,+79896352432,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",2002-09-09,Wine_390
Людмила Викторовна Пиво,+79603192945,"Кемерово, ул. Красная, 93, кв. 32",1988-07-25,Wine_701
User_217,+79161387458,"Москва, ул. Арбат, 64, кв. 22",1983-03-01,Wine_824
User_701,+79566555410,"Махачкала, ул. Гагарина, 24, кв. 5",1982-03-12,Wine_269
User_151,+79380886306,"Пенза, ул. Тихонова, 24, кв. 8",1981-03-21,Wine_206
User_309,+79478765577,"Вологда, ул. Победы, 62, кв. 11",1991-01-29,Wine_178
User_1429,+79387216213,"Тверь, ул. Ленина, 67, кв. 17",1996-08-28,Wine_767
User_1100,+79277354380,"Красноярск, ул. Мира, 15, кв. 3",1986-06-12,Wine_420
User_1080,+79424426600,"Сочи, ул. Красная, 59, кв. 21",1983-03-01,Wine_637
User_576,+79874398906,"Казань, ул. Баумана, 19, кв. 12",1994-07-04,Wine_280
User_1175,+79899333248,"Омск, ул. Лермонтова, 32, кв. 41",1984-06-13,Wine_684
User_1181,+79038154910,"Калуга, ул. Московская, 87, кв. 16",2003-09-30,Wine_225
User_1400,+79346875597,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1993-04-10,Wine_29
User_1424,+79813687165,"Тюмень, ул. Республики, 29, кв. 25",2000-05-21,Wine_106
User_970,+79367217154,"Воронеж, ул. Свердлова, 59, кв. 3",1986-11-21,Wine_4
User_766,+79528846097,"Самара, ул. Стара-Загора, 92, кв. 13",1978-05-15,Wine_818
User_967,+79785332673,"Ярославль, ул. Волковская, 35, кв. 20",1984-09-05,Wine_270
User_1240,+79438751759,"Уфа, ул. Карла Маркса, 27, кв. 22",2002-11-25,Wine_977
User_1309,+79100609265,"Каменск-Уральский, ул. Гагарина, 44, кв. 18",1990-06-29,Wine_464
User_1132,+79229946045,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1997-04-22,Wine_540
